date, pm25, pm10, o3, no2, so2, co
2020/6/29, 105, 34, 46, 15, 3, 3
2020/6/30, 69, 33, 45, 16, 3, 2
2020/1/1, 154, 128, 7, 38, 32, 22
2020/1/2, 220, 115, 8, 44, 35, 30
2020/1/3, 201, 115, 10, 42, 21, 22
2020/1/4, 215, 120, 10, 42, 27, 18
2020/1/5, 224, 66, 6, 31, 31, 15
2020/1/6, 145, 88, 24, 19, 7, 8
2020/1/7, 183, 41, 20, 18, 6, 5
2020/1/8, 119, 61, 15, 29, 12, 8
2020/1/9, 150, 84, 12, 33, 23, 17
2020/1/10, 176, 42, 15, 23, 11, 5
2020/1/11, 103, 58, 15, 24, 14, 7
2020/1/12, 133, 53, 17, 23, 16, 9
2020/1/13, 123, 77, 11, 31, 14, 8
2020/1/14, 166, 107, 7, 37, 27, 17
2020/1/15, 201, 85, 14, 33, 16, 12
2020/1/16, 169, 99, 13, 36, 22, 17
2020/1/17, 191, 121, 11, 43, 25, 23
2020/1/18, 217, 62, 23, 25, 8, 11
2020/1/19, 134, 46, 24, 24, 12, 10
2020/1/20, 110, 52, 30, 21, 10, 11
2020/1/21, 113, 89, 20, 25, 12, 12
2020/1/22, 172, 79, 27, 22, 13, 9
2020/1/23, 155, 45, 23, 17, 14, 5
2020/1/24, 106, 271, 29, 29, 44, 14
2020/1/25, 348, 154, 21, 26, 18, 12
2020/1/26, 283, 83, 13, 31, 32, 18
2020/1/27, 179, 130, 42, 22, 16, 15
2020/1/28, 248, 74, 39, 10, 10, 8
2020/1/29, 171, 40, 32, 8, 4, 5
2020/1/30, 115, 120, 15, 37, 20, 13
2020/1/31, 230, 81, 27, 22, 9, 8
2020/2/1, 121, 40, 20, 16, 8, 7
2020/2/2, 104, 36, 23, 15, 9, 6
2020/2/3, 93, 29, 24, 8, 5, 5
2020/2/4, 69, 27, 23, 7, 5, 4
2020/2/5, 57, 67, 16, 19, 22, 11
2020/2/6, 157, 52, 27, 16, 17, 9
2020/2/7, 126, 65, 30, 17, 23, 14
2020/2/8, 140, 102, 30, 20, 17, 17
2020/2/9, 194, 132, 31, 29, 16, 25
2020/2/10, 237, 73, 45, 9, 6, 11
2020/2/11, 167, 41, 42, 10, 3, 8
2020/2/12, 116, 66, 28, 14, 10, 10
2020/2/13, 158, 28, 19, 6, 2, 2
2020/2/14, 77, 30, 23, 8, 4, 3
2020/2/15, 75, 50, 25, 6, 4, 2
2020/2/16, 65, 27, 24, 9, 7, 2
2020/2/17, 55, 56, 20, 23, 24, 12
2020/2/18, 144, 65, 25, 26, 13, 11
2020/2/19, 151, 85, 26, 28, 25, 17
2020/2/20, 179, 65, 26, 19, 4, 12
2020/2/21, 161, 27, 29, 10, 4, 3
2020/2/22, 70, 43, 32, 17, 11, 10
2020/2/23, 81, 47, 26, 17, 6, 5
2020/2/24, 96, 29, 29, 10, 4, 3
2020/2/25, 92, 30, 29, 10, 3, 4
2020/2/26, 103, 48, 32, 22, 11, 6
2020/2/27, 122, 53, 21, 19, 9, 7
2020/2/28, 126, 54, 22, 15, 7, 5
2020/2/29, 123, 43, 30, 14, 6, 4
2020/3/1, 112, 45, 25, 13, 7, 4
2020/3/2, 115, 68, 23, 17, 8, 8
2020/3/3, 159, 34, 30, 13, 5, 5
2020/3/4, 103, 42, 30, 20, 12, 
2020/3/5, 112, 52, 35, 12, 8, 3
2020/3/6, 133, 48, 34, 20, 6, 5
2020/3/7, 123, 50, 29, 15, 6, 6
2020/3/8, 123, 52, 24, 14, 2, 6
2020/3/9, 132, 38, 27, 13, 4, 3
2020/3/10, 84, 35, 33, 13, 6, 4
2020/3/11, 64, 54, 27, 12, 5, 4
2020/3/12, 73, 40, 31, 12, 5, 4
2020/3/13, 67, 49, 29, 15, 7, 8
2020/3/14, 92, 50, 28, 7, 3, 3
2020/3/15, 50, 68, 29, 14, 11, 7
2020/3/16, 91, 61, 32, 19, 8, 9
2020/3/17, 96, 78, 55, 17, 10, 9
2020/3/18, 124, 36, 25, 13, 3, 5
2020/3/19, 55, 83, 28, 25, 12, 11
2020/3/20, 140, 46, 34, 19, 5, 5
2020/3/21, 95, 82, 43, 23, 10, 8
2020/3/22, 168, 41, 36, 15, 5, 5
2020/3/23, 100, 85, 38, 26, 14, 11
2020/3/24, 166, 57, 44, 12, 8, 8
2020/3/25, 115, 49, 32, 14, 5, 7
2020/3/26, 92, 39, 29, 14, 2, 2
2020/3/27, 52, 42, 33, 15, 7, 2
2020/3/28, 65, 54, 39, 16, 13, 9
2020/3/29, 103, , , , , 
2019/10/1, 125, 65, 84, 25, 11, 9
2019/10/2, 134, 57, 14, 15, 4, 6
2019/10/3, 96, 20, 16, 8, 4, 2
2019/10/4, 38, 21, 22, 12, 5, 3
2019/10/5, 55, 64, 11, 27, 18, 8
2019/10/6, 129, 67, 37, 17, 12, 10
2019/10/7, 126, 23, 20, 12, 5, 2
2019/10/8, 27, 52, 37, 16, 12, 7
2019/10/9, 71, 44, 37, 14, 7, 5
2019/10/10, 76, 31, 15, 14, 5, 3
2019/10/11, 49, 44, 20, 16, 6, 3
2019/10/12, 76, 35, 16, 13, 5, 3
2019/10/13, 56, 26, 21, 16, 6, 3
2019/10/14, 48, 62, 21, 23, 14, 7
2019/10/15, 119, 72, 16, 36, 18, 15
2019/10/16, 135, 101, 16, 41, 25, 16
2019/10/17, 160, 130, 19, 44, 25, 19
2019/10/18, 202, 105, 41, 28, 11, 15
2019/10/19, 170, 101, 51, 20, 11, 12
2019/10/20, 164, 44, 16, 30, 6, 7
2019/10/21, 61, 118, 40, 43, 15, 17
2019/10/22, 179, 140, 42, 48, 12, 21
2019/10/23, 199, 107, 36, 34, 12, 15
2019/10/24, 172, 14, 18, 12, 4, 3
2019/10/25, 36, 42, 16, 24, 9, 5
2019/10/26, 98, 74, 27, 29, 17, 12
2019/10/27, 147, 59, 32, 17, 11, 5
2019/10/28, 105, 31, 21, 18, 9, 4
2019/10/29, 55, 73, 29, 26, 16, 10
2019/10/30, 120, 71, 31, 25, 14, 9
2019/10/31, 101, 30, 19, 19, 9, 4
2019/11/1, 53, 70, 15, 27, 24, 10
2019/11/2, 146, 34, 17, 12, 7, 3
2019/11/3, 71, 77, 9, 31, 20, 9
2019/11/4, 164, 48, 18, 24, 16, 9
2019/11/5, 90, 72, 11, 30, 26, 11
2019/11/6, 148, 33, 17, 17, 10, 3
2019/11/7, 70, 61, 12, 30, 26, 10
2019/11/8, 137, 79, 14, 32, 26, 14
2019/11/9, 166, 55, 26, 23, 14, 7
2019/11/10, 124, 27, 16, 20, 4, 4
2019/11/11, 62, 41, 14, 22, 18, 11
2019/11/12, 97, 29, 17, 14, 5, 3
2019/11/13, 55, 31, 17, 16, 11, 5
2019/11/14, 64, 31, 15, 23, 9, 5
2019/11/15, 85, 54, 8, 28, 13, 8
2019/11/16, 136, 58, 6, 29, 18, 11
2019/11/17, 141, 55, 19, 11, 4, 3
2019/11/18, 58, 31, 20, 14, 5, 4
2019/11/19, 52, 50, 9, 25, 23, 10
2019/11/20, 114, 49, 15, 21, 17, 9
2019/11/21, 126, 42, 22, 14, 9, 5
2019/11/22, 94, 31, 18, 17, 6, 5
2019/11/23, 80, 19, 16, 11, 5, 4
2019/11/24, 49, 39, 12, 19, 12, 6
2019/11/25, 75, 53, 13, 22, 23, 11
2019/11/26, 110, 22, 17, 11, 5, 4
2019/11/27, 45, 40, 12, 21, 13, 7
2019/11/28, 89, 75, 6, 30, 29, 15
2019/11/29, 150, 59, 9, 26, 23, 13
2019/11/30, 136, 29, 16, 22, 11, 5
2019/12/1, 63, 27, 18, 19, 9, 5
2019/12/2, 68, 35, 17, 23, 16, 6
2019/12/3, 86, 24, 17, 16, 10, 5
2019/12/4, 61, 26, 14, 15, 11, 8
2019/12/5, 72, 64, 8, 26, 27, 14
2019/12/6, 139, 45, 13, 24, 16, 5
2019/12/7, 101, 69, 15, 24, 26, 13
2019/12/8, 154, 98, 22, 28, 16, 12
2019/12/9, 188, 113, 3, 34, 29, 24
2019/12/10, 204, 47, 13, 19, 8, 6
2019/12/11, 112, 36, 14, 20, 14, 7
2019/12/12, 74, 52, 12, 21, 11, 8
2019/12/13, 95, 46, 8, 23, 20, 7
2019/12/14, 95, 56, 9, 24, 24, 12
2019/12/15, 113, 47, 4, 26, 19, 13
2019/12/16, 113, 25, 19, 15, 9, 6
2019/12/17, 73, 34, 11, 24, 16, 7
2019/12/18, 83, 65, 9, 28, 25, 12
2019/12/19, 148, 55, 9, 26, 22, 11
2019/12/20, 129, 55, 13, 25, 15, 8
2019/12/21, 127, 85, 5, 30, 31, 15
2019/12/22, 173, 91, 12, 29, 15, 9
2019/12/23, 184, 103, 8, 32, 22, 16
2019/12/24, 200, 80, 18, 24, 14, 10
2019/12/25, 161, 73, 15, 25, 15, 9
2019/12/26, 171, 96, 5, 34, 28, 18
2019/12/27, 185, 78, 11, 29, 32, 18
2019/12/28, 163, 113, 19, 23, 13, 13
2019/12/29, 205, , , , , 
2019/7/1, 38, 37, 51, 14, 10, 8
2019/7/2, 73, 37, 63, 12, 9, 6
2019/7/3, 74, 40, 95, 11, 9, 8
2019/7/4, 77, 44, 58, 8, 5, 5
2019/7/5, 93, 41, 61, 10, 5, 5
2019/7/6, 89, 44, 57, 17, 2, 5
2019/7/7, 94, 30, 67, 13, 2, 5
2019/7/8, 80, 41, 72, 12, 2, 6
2019/7/9, 92, 45, 77, 13, 6, 7
2019/7/10, 95, 34, 41, 11, 5, 6
2019/7/11, 79, 38, 43, 12, 6, 7
2019/7/12, 84, 40, 51, 17, 8, 8
2019/7/13, 96, 44, 60, 20, 5, 9
2019/7/14, 112, 49, 57, 17, 11, 13
2019/7/15, 120, 42, 67, 11, 9, 8
2019/7/16, 93, 39, 51, 11, 8, 7
2019/7/17, 92, 43, 53, 10, 6, 6
2019/7/18, 98, 46, 69, 11, 6, 8
2019/7/19, 103, 51, 89, 12, 5, 7
2019/7/20, 108, 31, 36, 11, 2, 7
2019/7/21, 76, 51, 98, 12, 1, 13
2019/7/22, 118, 42, 40, 10, 1, 7
2019/7/23, 98, 31, 92, 9, 3, 7
2019/7/24, 79, 34, 57, 11, 3, 6
2019/7/25, 87, 32, 77, 11, 4, 7
2019/7/26, 76, 45, 84, 9, 3, 7
2019/7/27, 108, 37, 79, 8, 5, 6
2019/7/28, 84, 31, 68, 8, 3, 5
2019/7/29, 83, 21, 49, 6, 2, 7
2019/7/30, 61, 45, 83, 10, 3, 10
2019/7/31, 97, 45, 78, 8, 6, 7
2019/8/1, 102, 39, 50, 12, 8, 8
2019/8/2, 83, 19, 31, 4, 3, 4
2019/8/3, 56, 31, 48, 6, 7, 9
2019/8/4, 74, 46, 51, 9, 11, 10
2019/8/5, 98, 47, 32, 12, 14, 9
2019/8/6, 105, 53, 43, 13, 10, 9
2019/8/7, 113, 29, 36, 14, 4, 6
2019/8/8, 77, 40, 73, 12, 10, 8
2019/8/9, 93, 28, 20, 10, 9, 5
2019/8/10, 67, 14, 12, 10, 3, 5
2019/8/11, 46, 11, 13, 8, 2, 4
2019/8/12, 32, 18, 18, 12, 3, 5
2019/8/13, 50, 12, 25, 11, 2, 5
2019/8/14, 44, 12, 32, 9, 3, 4
2019/8/15, 33, 15, 27, 8, 3, 4
2019/8/16, 42, 11, 24, 11, 4, 3
2019/8/17, 40, 21, 32, 12, 5, 6
2019/8/18, 58, 38, 56, 19, 11, 9
2019/8/19, 78, 46, 32, 20, 9, 9
2019/8/20, 90, 30, 35, 10, 6, 6
2019/8/21, 69, 37, 29, 14, 6, 9
2019/8/22, 69, 19, 25, 11, 4, 3
2019/8/23, 36, 22, 39, 14, 5, 4
2019/8/24, 47, 36, 52, 16, 7, 6
2019/8/25, 69, 40, 75, 11, 9, 9
2019/8/26, 82, 32, 54, 14, 6, 6
2019/8/27, 80, 36, 56, 11, 5, 6
2019/8/28, 77, 19, 23, 10, 3, 3
2019/8/29, 52, 17, 19, 11, 4, 4
2019/8/30, 48, 45, 32, 22, 7, 8
2019/8/31, 88, 47, 60, 17, 10, 9
2019/9/1, 78, 42, 71, 13, 12, 7
2019/9/2, 76, 53, 102, 21, 13, 11
2019/9/3, 103, 60, 66, 22, 13, 8
2019/9/4, 120, 29, 25, 14, 8, 5
2019/9/5, 61, 34, 47, 22, 9, 9
2019/9/6, 88, 39, 13, 14, 9, 8
2019/9/7, 81, 37, 48, 17, 4, 8
2019/9/8, 90, 41, 19, 22, 5, 5
2019/9/9, 75, 35, 12, 17, 4, 3
2019/9/10, 63, 28, 26, 15, 4, 4
2019/9/11, 50, 37, 30, 16, 17, 9
2019/9/12, 66, 25, 18, 12, 6, 6
2019/9/13, 56, 19, 26, 16, 4, 4
2019/9/14, 49, 46, 43, 18, 11, 9
2019/9/15, 83, 27, 24, 11, 4, 2
2019/9/16, 49, 48, 32, 18, 13, 8
2019/9/17, 78, 30, 22, 12, 7, 3
2019/9/18, 41, 84, 26, 24, 18, 18
2019/9/19, 83, 55, 66, 21, 12, 12
2019/9/20, 88, 52, 29, 22, 9, 8
2019/9/21, 93, 38, 26, 21, 9, 5
2019/9/22, 63, 45, 25, 29, 9, 7
2019/9/23, 75, 52, 38, 25, 8, 5
2019/9/24, 88, 64, 39, 26, 14, 11
2019/9/25, 113, 59, 60, 25, 13, 13
2019/9/26, 110, 63, 60, 24, 12, 11
2019/9/27, 126, 59, 73, 18, 13, 9
2019/9/28, 115, 75, 51, 26, 12, 11
2019/9/29, 147, 75, 92, 21, 12, 12
2019/9/30, 138, 65, 94, 12, 12, 8
2019/4/1, 79, 44, 34, 21, 8, 7
2019/4/2, 95, 71, 36, 25, 15, 11
2019/4/3, 128, 339, 45, 22, 11, 11
2019/4/4, 172, 117, 34, 15, 4, 4
2019/4/5, 87, 63, 33, 21, 10, 6
2019/4/6, 108, 42, 28, 16, 6, 4
2019/4/7, 70, 34, 35, 18, 4, 5
2019/4/8, 68, 53, 32, 27, 18, 10
2019/4/9, 103, 51, 37, 25, 5, 6
2019/4/10, 111, 61, 37, 27, 14, 10
2019/4/11, 119, 82, 51, 17, 12, 11
2019/4/12, 147, 100, 47, 19, 6, 12
2019/4/13, 182, 63, 35, 16, 7, 8
2019/4/14, 90, 67, 45, 20, 19, 12
2019/4/15, 107, 78, 68, 13, 13, 9
2019/4/16, 147, 74, 62, 11, 13, 7
2019/4/17, 110, 88, 36, 10, 3, 3
2019/4/18, 82, 65, 39, 29, 9, 6
2019/4/19, 108, 58, 30, 22, 11, 10
2019/4/20, 130, 64, 41, 20, 5, 5
2019/4/21, 126, 108, 53, 23, 19, 9
2019/4/22, 156, 73, 49, 11, 8, 5
2019/4/23, 104, 62, 27, 12, 3, 3
2019/4/24, 82, 58, 29, 18, 4, 4
2019/4/25, 77, 39, 32, 18, 3, 4
2019/4/26, 69, 56, 45, 22, 11, 9
2019/4/27, 119, 51, 46, 11, 8, 6
2019/4/28, 104, 41, 36, 14, 16, 6
2019/4/29, 91, 48, 37, 18, 12, 7
2019/4/30, 119, 74, 34, 17, 3, 5
2019/5/1, 92, 67, 43, 23, 12, 9
2019/5/2, 109, 68, 61, 23, 15, 10
2019/5/3, 139, 75, 88, 12, 12, 9
2019/5/4, 144, 57, 40, 11, 6, 6
2019/5/5, 87, 49, 36, 19, 11, 6
2019/5/6, 90, 44, 38, 15, 8, 7
2019/5/7, 84, 65, 66, 15, 10, 9
2019/5/8, 131, 76, 62, 16, 9, 8
2019/5/9, 132, 85, 95, 16, 15, 11
2019/5/10, 154, 67, 74, 16, 21, 8
2019/5/11, 119, 63, 89, 12, 12, 8
2019/5/12, 117, 58, 42, 10, 5, 5
2019/5/13, 92, 60, 61, 13, 11, 6
2019/5/14, 84, 60, 60, 12, 12, 6
2019/5/15, 89, 55, 42, 10, 10, 7
2019/5/16, 112, 41, 38, 9, 13, 5
2019/5/17, 75, 40, 48, 14, 10, 5
2019/5/18, 81, 42, 33, 16, 7, 7
2019/5/19, 78, 46, 27, 13, 3, 4
2019/5/20, 58, 64, 31, 15, 3, 4
2019/5/21, 59, 62, 41, 24, 5, 4
2019/5/22, 68, 60, 75, 22, 14, 10
2019/5/23, 98, 65, 124, 15, 21, 9
2019/5/24, 102, 65, 105, 10, 13, 6
2019/5/25, 104, 46, 45, 6, 4, 5
2019/5/26, 71, 30, 32, 12, 2, 4
2019/5/27, 45, 53, 33, 21, 12, 7
2019/5/28, 75, 57, 39, 16, 5, 4
2019/5/29, 61, 38, 33, 19, 8, 7
2019/5/30, 68, 27, 34, 12, 4, 3
2019/5/31, 57, 46, 66, 16, 8, 7
2019/6/1, 75, 53, 68, 10, 10, 6
2019/6/2, 102, 43, 53, 15, 6, 7
2019/6/3, 100, 40, 70, 16, 4, 6
2019/6/4, 93, 48, 72, 16, 10, 10
2019/6/5, 98, 51, 80, 14, 11, 8
2019/6/6, 104, 48, 58, 13, 7, 9
2019/6/7, 92, 32, 56, 11, 8, 5
2019/6/8, 65, 21, 51, 13, 3, 5
2019/6/9, 59, 30, 51, 17, 10, 7
2019/6/10, 72, 42, 51, 13, 6, 10
2019/6/11, 93, 43, 77, 15, 9, 10
2019/6/12, 87, 38, 39, 15, 8, 5
2019/6/13, 71, 31, 35, 14, 6, 6
2019/6/14, 76, 17, 17, 10, 3, 2
2019/6/15, 37, 17, 25, 12, 3, 3
2019/6/16, 41, 38, 45, 19, 11, 7
2019/6/17, 87, 40, 29, 22, 7, 8
2019/6/18, 88, 39, 72, 16, 9, 9
2019/6/19, 86, 49, 68, 15, 6, 9
2019/6/20, 105, 24, 33, 20, 3, 2
2019/6/21, 51, 27, 42, 20, 9, 5
2019/6/22, 56, 36, 73, 22, 15, 8
2019/6/23, 68, 52, 94, 23, 13, 8
2019/6/24, 95, 40, 58, 9, 8, 3
2019/6/25, 67, 38, 79, 9, 7, 6
2019/6/26, 73, 47, 61, 12, 10, 8
2019/6/27, 95, 53, 36, 20, 13, 8
2019/6/28, 102, 36, 34, 17, 9, 6
2019/6/29, 80, 12, 37, 8, 2, 3
2019/6/30, 43, 13, 33, 10, 3, 3
2019/1/1, 137, 70, 11, 27, 27, 14
2019/1/2, 140, 80, 7, 29, 38, 18
2019/1/3, 162, 58, 21, 20, 16, 10
2019/1/4, 105, 42, 19, 17, 13, 6
2019/1/5, 72, 76, 8, 28, 35, 15
2019/1/6, 153, 83, 12, 28, 27, 14
2019/1/7, 153, 44, 18, 16, 13, 6
2019/1/8, 76, 63, 14, 21, 21, 13
2019/1/9, 105, 74, 13, 28, 21, 15
2019/1/10, 137, 141, 8, 38, 40, 30
2019/1/11, 208, 176, 9, 37, 34, 27
2019/1/12, 265, 137, 13, 29, 15, 20
2019/1/13, 225, 113, 11, 32, 27, 21
2019/1/14, 196, 72, 19, 12, 11, 7
2019/1/15, 69, 68, 16, 23, 22, 13
2019/1/16, 119, 64, 17, 24, 16, 11
2019/1/17, 133, 87, 9, 30, 37, 19
2019/1/18, 166, 82, 14, 26, 18, 10
2019/1/19, 137, 48, 20, 16, 13, 7
2019/1/20, 85, 65, 20, 24, 16, 10
2019/1/21, 110, 85, 17, 30, 25, 16
2019/1/22, 156, 41, 23, 19, 10, 6
2019/1/23, 78, 63, 14, 24, 26, 10
2019/1/24, 128, 48, 20, 17, 10, 5
2019/1/25, 91, 63, 12, 25, 20, 8
2019/1/26, 132, 99, 18, 23, 20, 12
2019/1/27, 154, 69, 24, 13, 9, 5
2019/1/28, 82, 80, 22, 22, 26, 13
2019/1/29, 143, 71, 23, 15, 15, 6
2019/1/30, 101, 67, 21, 20, 15, 7
2019/1/31, 129, 74, 18, 23, 21, 13
2019/2/1, 135, 94, 26, 18, 16, 10
2019/2/2, 164, 89, 22, 16, 9, 9
2019/2/3, 154, 54, 23, 14, 16, 6
2019/2/4, 90, 76, 24, 8, 13, 6
2019/2/5, 148, 66, 27, 7, 9, 6
2019/2/6, 141, 43, 23, 8, 9, 5
2019/2/7, 70, 44, 23, 14, 13, 6
2019/2/8, 80, 48, 24, 14, 13, 6
2019/2/9, 110, 64, 22, 18, 16, 8
2019/2/10, 140, 72, 20, 22, 25, 12
2019/2/11, 156, 38, 24, 16, 11, 6
2019/2/12, 87, 47, 25, 22, 14, 8
2019/2/13, 110, 68, 13, 32, 30, 13
2019/2/14, 147, 60, 22, 19, 9, 8
2019/2/15, 136, 38, 23, 19, 10, 4
2019/2/16, 81, 60, 23, 25, 19, 11
2019/2/17, 137, 67, 20, 33, 28, 17
2019/2/18, 150, 83, 14, 30, 15, 13
2019/2/19, 175, 75, 25, 25, 10, 9
2019/2/20, 155, 71, 24, 32, 24, 16
2019/2/21, 160, 114, 12, 48, 29, 26
2019/2/22, 206, 106, 25, 42, 30, 18
2019/2/23, 192, 68, 24, 28, 15, 11
2019/2/24, 133, 50, 24, 24, 10, 6
2019/2/25, 101, 75, 35, 27, 17, 10
2019/2/26, 165, 122, 16, 48, 32, 19
2019/2/27, 218, 96, 26, 41, 28, 21
2019/2/28, 176, 110, 21, 43, 25, 18
2019/3/1, 186, 133, 43, 36, 26, 18
2019/3/2, 207, 153, 49, 40, 29, 22
2019/3/3, 243, 147, 39, 38, 21, 18
2019/3/4, 240, 150, 14, 49, 25, 21
2019/3/5, 252, 62, 28, 20, 6, 7
2019/3/6, 102, 73, 24, 34, 14, 9
2019/3/7, 129, 84, 36, 31, 24, 16
2019/3/8, 155, 85, 35, 27, 17, 10
2019/3/9, 164, 73, 29, 24, 11, 8
2019/3/10, 143, 74, 30, 28, 18, 12
2019/3/11, 129, 68, 26, 13, 4, 4
2019/3/12, 60, 53, 27, 17, 6, 7
2019/3/13, 73, 58, 29, 24, 14, 9
2019/3/14, 97, 44, 25, 24, 8, 6
2019/3/15, 90, 48, 27, 22, 16, 8
2019/3/16, 95, 45, 29, 22, 12, 7
2019/3/17, 88, 74, 41, 19, 23, 8
2019/3/18, 123, 79, 48, 16, 13, 9
2019/3/19, 154, 74, 48, 20, 15, 9
2019/3/20, 153, 47, 27, 16, 4, 5
2019/3/21, 88, 30, 29, 17, 6, 4
2019/3/22, 62, 24, 29, 14, 5, 3
2019/3/23, 57, 85, 32, 20, 11, 9
2019/3/24, 113, 77, 34, 20, 14, 8
2019/3/25, 121, 47, 27, 18, 6, 3
2019/3/26, 67, 55, 32, 19, 11, 13
2019/3/27, 91, 35, 33, 17, 6, 3
2019/3/28, 63, 54, 35, 23, 16, 7
2019/3/29, 119, 51, 26, 18, 9, 7
2019/3/30, 125, 34, 32, 18, 5, 5
2019/3/31, 77, 34, 31, 19, 5, 5
2018/10/1, 51, 44, 28, 22, 18, 13
2018/10/2, 97, 52, 39, 31, 18, 15
2018/10/3, 110, 64, 44, 31, 19, 14
2018/10/4, 129, 57, 42, 34, 13, 13
2018/10/5, 120, 54, 22, 24, 8, 11
2018/10/6, 91, 54, 21, 24, 14, 11
2018/10/7, 94, 49, 23, 24, 13, 9
2018/10/8, 81, 43, 17, 19, 8, 8
2018/10/9, 79, 25, 16, 16, 6, 6
2018/10/10, 55, 29, 18, 21, 6, 7
2018/10/11, 62, 52, 24, 28, 17, 13
2018/10/12, 106, 64, 44, 28, 18, 15
2018/10/13, 136, 62, 43, 25, 18, 11
2018/10/14, 126, 62, 23, 27, 9, 9
2018/10/15, 97, 51, 17, 22, 7, 6
2018/10/16, 85, 52, 20, 23, 10, 8
2018/10/17, 98, 54, 20, 29, 8, 7
2018/10/18, 107, 86, 15, 47, 19, 16
2018/10/19, 161, 105, 27, 39, 19, 16
2018/10/20, 172, 116, 61, 33, 21, 16
2018/10/21, 172, 75, 45, 18, 17, 10
2018/10/22, 157, 39, 25, 17, 8, 8
2018/10/23, 73, 54, 24, 23, 15, 12
2018/10/24, 95, 68, 36, 28, 15, 13
2018/10/25, 135, 31, 21, 11, 6, 6
2018/10/26, 56, 43, 19, 10, 7, 6
2018/10/27, 36, 24, 17, 15, 7, 7
2018/10/28, 45, 23, 13, 12, 7, 4
2018/10/29, 36, 37, 12, 20, 15, 7
2018/10/30, 80, 51, 12, 26, 15, 5
2018/10/31, 99, 74, 12, 36, 32, 15
2018/11/1, 148, 91, 24, 35, 27, 15
2018/11/2, 168, 78, 44, 29, 22, 9
2018/11/3, 162, 52, 21, 17, 11, 5
2018/11/4, 103, 32, 12, 16, 10, 3
2018/11/5, 70, 54, 11, 23, 18, 6
2018/11/6, 107, 65, 6, 33, 19, 8
2018/11/7, 136, 98, 4, 34, 22, 17
2018/11/8, 175, 73, 12, 30, 14, 10
2018/11/9, 161, 39, 13, 21, 13, 5
2018/11/10, 76, 58, 11, 27, 30, 10
2018/11/11, 124, 67, 10, 29, 22, 13
2018/11/12, 143, 59, 15, 26, 19, 14
2018/11/13, 125, 80, 15, 34, 26, 16
2018/11/14, 165, 59, 20, 18, 13, 8
2018/11/15, 106, 42, 18, 17, 11, 3
2018/11/16, 60, 63, 9, 26, 34, 10
2018/11/17, 124, 59, 13, 26, 24, 13
2018/11/18, 119, 61, 11, 24, 17, 7
2018/11/19, 110, 51, 11, 21, 13, 8
2018/11/20, 98, 43, 14, 23, 18, 7
2018/11/21, 94, 35, 18, 18, 11, 5
2018/11/22, 69, 55, 12, 24, 22, 10
2018/11/23, 113, 58, 8, 27, 20, 14
2018/11/24, 123, 77, 10, 31, 20, 13
2018/11/25, 154, 104, 32, 21, 14, 12
2018/11/26, 189, 75, 20, 19, 9, 3
2018/11/27, 71, 56, 12, 23, 13, 4
2018/11/28, 68, 49, 9, 25, 19, 6
2018/11/29, 95, 67, 13, 25, 15, 8
2018/11/30, 113, 55, 17, 22, 18, 6
2018/12/1, 96, 47, 23, 13, 9, 7
2018/12/2, 85, 90, 15, 14, 8, 6
2018/12/3, 105, 38, 17, 11, 9, 5
2018/12/4, 65, 45, 12, 21, 17, 8
2018/12/5, 92, 45, 17, 15, 12, 7
2018/12/6, 87, 33, 18, 10, 9, 4
2018/12/7, 54, 42, 21, 13, 12, 4
2018/12/8, 72, 60, 12, 27, 33, 12
2018/12/9, 120, 70, 13, 25, 28, 13
2018/12/10, 153, 82, 9, 26, 23, 8
2018/12/11, 162, 57, 13, 24, 27, 10
2018/12/12, 111, 47, 19, 16, 13, 4
2018/12/13, 90, 67, 12, 26, 32, 11
2018/12/14, 146, 72, 15, 24, 26, 13
2018/12/15, 144, 88, 12, 29, 20, 12
2018/12/16, 159, 59, 14, 23, 21, 8
2018/12/17, 113, 54, 16, 24, 26, 11
2018/12/18, 117, 62, 11, 28, 31, 13
2018/12/19, 136, 68, 10, 28, 29, 14
2018/12/20, 134, 65, 17, 23, 16, 13
2018/12/21, 138, 92, 5, 30, 36, 27
2018/12/22, 178, , , , , 
2018/12/24, 121, 59, 19, 15, 13, 9
2018/12/25, 108, 38, 23, 9, 10, 5
2018/12/26, 50, 44, 19, 11, 10, 5
2018/12/27, 53, 57, 17, 13, 11, 5
2018/12/28, 65, 43, 17, 15, 13, 6
2018/12/29, 63, 58, 11, 23, 22, 10
2018/12/30, 114, , , , , 
2018/7/1, 79, 43, 55, 21, 9, 7
2018/7/2, 94, 42, 65, 16, 8, 9
2018/7/3, 98, 56, 94, 25, 10, 7
2018/7/4, 114, 46, 76, 16, 4, 5
2018/7/5, 76, 46, 45, 24, 4, 7
2018/7/6, 118, 30, 24, 13, 13, 7
2018/7/7, 70, 28, 18, 13, 11, 7
2018/7/8, 63, 41, 28, 13, 10, 8
2018/7/9, 75, 37, 45, 14, 8, 6
2018/7/10, 75, 21, 30, 13, 7, 6
2018/7/11, 56, 30, 18, 11, 6, 5
2018/7/12, 82, 24, 26, 10, 7, 4
2018/7/13, 58, 20, 30, 12, 5, 6
2018/7/14, 62, 28, 26, 11, 10, 7
2018/7/15, 75, 20, 26, 8, 8, 5
2018/7/16, 62, 22, 30, 8, 13, 5
